institution,title,period,topics
"Cisco Certified Network Associate (CCNA)","Introducción a redes","2023","Configurar los routers, los switches y los dispositivos finales para proporcionar acceso a recursos de red locales y remotos y para habilitar la conectividad integral entre dispositivos remotos.|Crear esquemas de direccionamiento IPv4 e IPv6 y verifique la conectividad de red entre dispositivos.|Configurar una red pequeña con prácticas recomendadas de seguridad.|Solucionar problemas de conectividad en una red pequeña."
